mortgage_id,customer_id,origination_date,original_balance,current_balance,mortgage_rate,original_term_years,remaining_term_months,monthly_payment,ltv,property_value,delinquency_flag
M0101271,C0101271,2024-04-06,798000,775000,3.648,30,331,3649.63,0.509,1522000,0
M0101272,C0101272,2020-01-21,304000,280000,3.251,30,281,1323.19,0.636,440000,0
M0101273,C0101273,2021-02-03,503000,470000,4.159,30,293,2447.73,0.706,666000,0
M0101274,C0101274,2023-07-25,355000,342000,4.371,30,323,1771.63,0.499,685000,0
M0101275,C0101275,2025-04-22,482000,474000,4.995,30,344,2586.01,0.675,702000,0
M0101276,C0101276,2020-07-18,397000,369000,5.788,30,287,2326.38,0.466,791000,0
M0101277,C0101277,2023-12-28,474000,459000,5.075,30,328,2566.31,0.511,898000,0
M0101278,C0101278,2024-04-07,502000,488000,7.243,30,331,3422.14,0.556,877000,0
M0101279,C0101279,2021-06-29,405000,380000,8.0,30,298,2971.75,0.49,776000,0
M0101280,C0101280,2024-12-16,351000,337000,5.383,15,160,2846.22,0.516,653000,0
M0101281,C0101281,2024-06-10,552000,537000,3.395,30,333,2446.49,0.558,962000,0
M0101282,C0101282,2022-09-12,306000,292000,4.909,30,313,1625.7,0.565,517000,0
M0101283,C0101283,2024-12-28,246000,241000,5.207,30,340,1351.88,0.543,444000,0
M0101284,C0101284,2020-03-20,151000,140000,6.255,30,283,930.22,0.667,210000,0
M0101285,C0101285,2019-10-21,405000,372000,4.03,30,278,1940.54,0.526,707000,0
M0101286,C0101286,2020-09-18,463000,431000,3.715,30,289,2135.04,0.72,599000,0
M0101287,C0101287,2022-04-22,138000,131000,5.788,30,308,808.66,0.498,263000,0
M0101288,C0101288,2022-06-05,241000,217000,4.898,15,129,1893.03,0.507,428000,0
M0101289,C0101289,2024-02-01,477000,462000,4.881,30,329,2526.06,0.721,641000,0
M0101290,C0101290,2024-10-19,305000,292000,4.532,15,158,2338.22,0.485,602000,0
M0101291,C0101291,2024-10-09,337000,329000,5.056,30,337,1820.64,0.495,664000,0
M0101292,C0101292,2024-10-19,517000,506000,5.719,30,338,3006.9,0.584,866000,0
M0101293,C0101293,2025-08-27,310000,306000,2.857,30,348,1283.19,0.787,389000,0
M0101294,C0101294,2021-03-29,397000,372000,5.518,30,295,2258.61,0.493,754000,0
M0101295,C0101295,2021-03-15,191000,179000,6.256,30,295,1176.77,0.486,368000,0
M0101296,C0101296,2021-04-29,391000,367000,5.992,30,296,2342.23,0.694,529000,0
M0101297,C0101297,2023-07-22,168000,156000,7.818,15,143,1587.89,0.576,271000,0
M0101298,C0101298,2025-01-31,171000,168000,5.019,30,341,919.95,0.505,333000,0
M0101299,C0101299,2024-07-12,255000,249000,5.398,30,335,1431.59,0.519,480000,0
M0101300,C0101300,2020-10-11,431000,401000,6.901,30,290,2838.85,0.473,847000,0
M0101301,C0101301,2020-04-12,336000,311000,5.559,30,284,1920.23,0.519,599000,0
M0101302,C0101302,2025-05-09,221000,218000,7.156,30,344,1493.54,0.686,318000,0
M0101303,C0101303,2021-07-10,508000,477000,6.399,30,298,3177.24,0.526,906000,0
M0101304,C0101304,2020-04-27,384000,355000,5.658,30,284,2218.53,0.588,604000,0
M0101305,C0101305,2020-11-02,553000,477000,5.487,15,110,4514.66,0.485,984000,0
M0101306,C0101306,2024-03-17,210000,204000,5.242,30,331,1158.59,0.605,337000,0
M0101307,C0101307,2021-10-06,671000,632000,5.462,30,301,3793.88,0.498,1268000,0
M0101308,C0101308,2020-10-14,723000,673000,4.57,30,290,3693.47,0.544,1236000,0
M0101309,C0101309,2020-03-14,517000,478000,6.245,30,283,3181.58,0.603,793000,0
M0101310,C0101310,2021-08-13,418000,393000,7.606,30,300,2953.12,0.649,606000,0
M0101311,C0101311,2023-08-19,420000,390000,3.507,15,144,3003.95,0.518,753000,0
M0101312,C0101312,2021-09-08,387000,364000,6.797,30,300,2522.18,0.493,739000,0
M0101313,C0101313,2024-10-04,165000,161000,5.766,30,337,964.57,0.498,323000,0
M0101314,C0101314,2025-03-02,243000,239000,6.649,30,342,1559.81,0.511,468000,0
M0101315,C0101315,2025-08-28,311000,307000,4.854,30,348,1641.88,0.777,395000,0
M0101316,C0101316,2022-05-27,196000,186000,5.3,30,309,1088.4,0.557,334000,0
M0101317,C0101317,2025-06-29,672000,663000,6.892,30,346,4422.2,0.552,1202000,0
M0101318,C0101318,2024-11-19,421000,412000,5.446,30,339,2376.15,0.692,595000,0
M0101319,C0101319,2020-07-30,799000,742000,6.407,30,287,5001.45,0.627,1183000,0
M0101320,C0101320,2023-03-30,487000,467000,4.853,30,319,2570.74,0.535,873000,0
M0101321,C0101321,2022-01-04,163000,154000,5.282,30,304,903.33,0.484,318000,0
M0101322,C0101322,2023-01-21,630000,603000,6.06,30,317,3801.5,0.685,880000,0
M0101323,C0101323,2025-06-04,262000,258000,5.945,30,345,1561.57,0.544,474000,0
M0101324,C0101324,2022-02-20,648000,579000,6.41,15,126,5612.76,0.569,1017000,0
M0101325,C0101325,2025-01-21,697000,684000,5.125,30,341,3795.07,0.662,1034000,0
M0101326,C0101326,2021-09-01,644000,568000,5.5,15,120,5262.02,0.6,947000,0
M0101327,C0101327,2021-07-09,561000,527000,6.566,30,298,3570.29,0.503,1048000,0
M0101328,C0101328,2021-05-31,407000,382000,7.087,30,297,2731.6,0.726,526000,0
M0101329,C0101329,2023-05-23,326000,313000,4.577,30,321,1666.74,0.531,590000,0
M0101330,C0101330,2022-10-29,841000,765000,6.807,15,134,7468.69,0.629,1216000,0
M0101331,C0101331,2021-01-20,376000,351000,4.654,30,293,1939.7,0.628,559000,0
M0101332,C0101332,2023-01-23,270000,259000,5.729,30,317,1572.05,0.537,482000,0
M0101333,C0101333,2020-01-30,409000,377000,5.81,30,281,2402.43,0.569,662000,0
M0101334,C0101334,2021-10-18,582000,549000,4.964,30,302,3111.51,0.729,753000,0
M0101335,C0101335,2021-03-01,571000,534000,5.305,30,294,3172.56,0.507,1053000,0
M0101336,C0101336,2021-09-14,190000,168000,3.554,15,121,1363.32,0.556,302000,0
M0101337,C0101337,2024-08-10,563000,549000,6.297,30,335,3483.72,0.631,870000,0
M0101338,C0101338,2022-11-30,463000,443000,5.195,30,315,2540.95,0.575,771000,0
M0101339,C0101339,2021-10-20,276000,260000,5.454,30,302,1559.14,0.537,484000,0
M0101340,C0101340,2022-08-06,217000,207000,4.87,30,311,1147.72,0.487,425000,0
M0101341,C0101341,2022-02-16,670000,634000,6.301,30,306,4147.55,0.729,870000,0
M0101342,C0101342,2020-04-05,704000,651000,5.704,30,283,4087.8,0.527,1236000,0
M0101343,C0101343,2020-08-12,718000,667000,4.236,30,288,3526.25,0.68,981000,0
M0101344,C0101344,2024-05-30,170000,165000,5.376,30,333,952.06,0.775,213000,0
M0101345,C0101345,2024-06-30,295000,287000,4.361,30,334,1470.46,0.52,552000,0
M0101346,C0101346,2024-10-28,337000,330000,5.522,30,338,1918.1,0.498,662000,0
M0101347,C0101347,2021-05-21,695000,652000,6.251,30,297,4279.69,0.634,1029000,0
M0101348,C0101348,2022-09-23,491000,468000,5.712,30,313,2853.5,0.598,783000,0
M0101349,C0101349,2022-02-06,293000,277000,5.978,30,305,1752.54,0.558,496000,0
M0101350,C0101350,2020-06-30,355000,329000,6.663,30,286,2282.03,0.545,604000,0
M0101351,C0101351,2022-11-01,468000,447000,4.599,30,314,2398.9,0.509,878000,1
M0101352,C0101352,2021-12-02,476000,449000,5.017,30,303,2560.22,0.625,718000,0
M0101353,C0101353,2023-12-14,759000,735000,3.52,30,328,3416.73,0.568,1295000,0
M0101354,C0101354,2020-09-21,679000,632000,5.083,30,289,3679.54,0.708,893000,0
M0101355,C0101355,2025-07-16,611000,603000,4.825,30,347,3214.94,0.528,1141000,0
M0101356,C0101356,2022-03-27,224000,212000,6.219,30,307,1374.69,0.542,391000,0
M0101357,C0101357,2020-11-12,231000,215000,6.007,30,291,1386.0,0.547,393000,0
M0101358,C0101358,2021-05-28,200000,188000,7.151,30,297,1350.95,0.726,259000,0
M0101359,C0101359,2025-01-19,405000,397000,4.948,30,341,2161.27,0.762,521000,0
M0101360,C0101360,2020-07-31,259000,241000,5.936,30,287,1542.19,0.709,340000,0
M0101361,C0101361,2023-06-08,441000,424000,6.314,30,321,2733.7,0.675,628000,0
M0101362,C0101362,2022-07-31,475000,452000,8.0,30,311,3485.38,0.606,746000,0
M0101363,C0101363,2022-09-21,371000,337000,5.979,15,133,3126.5,0.576,585000,0
M0101364,C0101364,2023-08-19,516000,498000,5.447,30,324,2912.66,0.705,706000,0
M0101365,C0101365,2023-09-20,241000,233000,5.638,30,325,1389.31,0.612,381000,0
M0101366,C0101366,2020-03-20,159000,147000,6.012,30,283,954.51,0.565,260000,0
M0101367,C0101367,2021-09-22,234000,220000,7.011,30,301,1558.54,0.71,310000,0
M0101368,C0101368,2019-09-29,506000,465000,5.032,30,277,2726.22,0.684,680000,0
M0101369,C0101369,2023-09-23,835000,806000,4.718,30,325,4339.66,0.534,1510000,0
M0101370,C0101370,2023-11-30,698000,675000,8.0,30,327,5121.68,0.484,1395000,0
M0101371,C0101371,2022-08-08,301000,272000,4.261,15,131,2266.03,0.651,418000,0
M0101372,C0101372,2022-01-14,539000,510000,6.441,30,305,3385.96,0.592,861000,0
M0101373,C0101373,2025-02-15,167000,164000,5.958,30,342,996.74,0.707,232000,0
M0101374,C0101374,2023-07-12,724000,697000,5.854,30,322,4273.02,0.744,937000,0
M0101375,C0101375,2023-02-03,434000,416000,4.15,30,317,2109.69,0.692,601000,0
M0101376,C0101376,2025-03-08,496000,479000,8.0,15,162,4740.03,0.635,754000,0
M0101377,C0101377,2022-03-15,129000,122000,5.694,30,307,748.23,0.57,214000,0
M0101378,C0101378,2024-12-21,422000,414000,4.933,30,340,2248.14,0.597,693000,0
M0101379,C0101379,2020-07-12,842000,781000,4.037,30,287,4037.82,0.584,1337000,0
M0101380,C0101380,2022-08-03,389000,370000,3.288,30,311,1701.08,0.626,591000,0
M0101381,C0101381,2024-08-10,321000,313000,6.275,30,335,1981.67,0.635,493000,0
M0101382,C0101382,2022-07-25,295000,267000,4.579,15,131,2268.66,0.724,369000,0
M0101383,C0101383,2023-09-01,234000,226000,5.205,30,324,1285.64,0.681,332000,0
M0101384,C0101384,2023-01-22,351000,336000,4.837,30,317,1849.43,0.693,485000,0
M0101385,C0101385,2024-02-22,183000,178000,6.092,30,330,1108.02,0.576,309000,0
M0101386,C0101386,2023-02-25,421000,386000,5.928,15,138,3536.28,0.579,667000,0
M0101387,C0101387,2024-10-12,585000,572000,6.327,30,338,3631.29,0.692,827000,0
M0101388,C0101388,2023-12-14,271000,262000,6.369,30,328,1689.62,0.718,365000,0
M0101389,C0101389,2023-05-21,407000,391000,4.712,30,321,2113.79,0.547,715000,0
M0101390,C0101390,2021-01-08,325000,303000,4.019,30,292,1555.16,0.484,626000,0
M0101391,C0101391,2020-04-01,409000,378000,5.337,30,283,2280.6,0.641,590000,0
M0101392,C0101392,2020-06-12,530000,453000,6.069,15,106,4492.22,0.499,907000,0
M0101393,C0101393,2023-06-18,413000,397000,5.619,30,322,2375.9,0.701,566000,0
M0101394,C0101394,2023-06-25,517000,498000,3.444,30,322,2305.43,0.673,740000,0
M0101395,C0101395,2024-01-24,436000,423000,5.563,30,329,2492.82,0.699,605000,0
M0101396,C0101396,2022-08-18,517000,492000,4.399,30,312,2588.63,0.575,856000,0
M0101397,C0101397,2019-12-14,394000,363000,5.524,30,280,2243.03,0.719,505000,0
M0101398,C0101398,2024-03-21,397000,386000,6.561,30,331,2525.26,0.608,635000,0
M0101399,C0101399,2021-05-29,475000,446000,2.8,30,297,1951.75,0.487,915000,1
M0101400,C0101400,2024-03-06,324000,314000,7.158,30,330,2190.07,0.715,439000,0
M0101401,C0101401,2023-06-25,421000,389000,4.349,15,142,3188.23,0.546,713000,0
M0101402,C0101402,2022-07-23,215000,205000,6.595,30,311,1372.41,0.745,275000,0
M0101403,C0101403,2021-03-15,136000,127000,6.425,30,295,852.92,0.562,226000,0
M0101404,C0101404,2020-08-27,352000,327000,5.169,30,288,1926.13,0.504,649000,0
M0101405,C0101405,2021-11-13,225000,212000,6.0,30,303,1348.99,0.675,314000,0
M0101406,C0101406,2022-01-24,882000,834000,4.728,30,305,4589.24,0.615,1356000,0
M0101407,C0101407,2020-07-27,225000,209000,3.602,30,287,1023.2,0.594,352000,1
M0101408,C0101408,2021-12-13,492000,465000,6.752,30,304,3191.76,0.498,933000,0
M0101409,C0101409,2025-01-11,235000,230000,4.749,30,341,1225.73,0.764,301000,0
M0101410,C0101410,2025-05-20,331000,326000,7.481,30,345,2310.1,0.663,492000,0
M0101411,C0101411,2022-06-17,192000,183000,6.471,30,310,1209.91,0.72,254000,0
M0101412,C0101412,2025-08-22,183000,181000,4.571,30,348,934.97,0.567,319000,0
M0101413,C0101413,2021-06-27,387000,340000,6.147,15,118,3296.54,0.537,633000,0
M0101414,C0101414,2021-01-12,275000,257000,6.081,30,293,1663.11,0.566,454000,0
M0101415,C0101415,2019-09-19,486000,446000,7.395,30,277,3363.31,0.665,671000,0
M0101416,C0101416,2025-07-24,625000,617000,4.962,30,347,3340.64,0.646,955000,0
M0101417,C0101417,2022-02-02,151000,143000,5.245,30,305,833.36,0.497,288000,0
M0101418,C0101418,2020-02-04,566000,522000,5.977,30,281,3385.09,0.538,970000,0
M0101419,C0101419,2024-11-07,203000,194000,5.52,15,158,1660.83,0.504,385000,0
M0101420,C0101420,2021-01-16,277000,259000,3.971,30,293,1317.81,0.543,477000,0
M0101421,C0101421,2019-11-15,163000,150000,6.616,30,279,1042.74,0.547,274000,0
M0101422,C0101422,2025-04-12,165000,162000,7.258,30,344,1126.49,0.511,317000,0
M0101423,C0101423,2022-12-12,124000,119000,5.669,30,316,717.26,0.589,202000,0
M0101424,C0101424,2025-04-06,268000,264000,4.1,30,343,1294.97,0.551,479000,0
M0101425,C0101425,2022-10-08,338000,307000,5.376,15,133,2739.55,0.678,453000,0
M0101426,C0101426,2020-07-28,272000,253000,4.5,30,287,1378.18,0.669,378000,0
M0101427,C0101427,2024-03-06,134000,130000,5.215,30,330,737.05,0.61,213000,0
M0101428,C0101428,2020-12-10,123000,115000,5.704,30,291,714.2,0.622,185000,0
M0101429,C0101429,2020-10-26,329000,284000,6.222,15,110,2815.9,0.606,469000,0
M0101430,C0101430,2025-08-15,486000,480000,7.046,30,348,3248.4,0.659,728000,0
M0101431,C0101431,2022-07-10,371000,353000,6.19,30,310,2269.85,0.54,654000,0
M0101432,C0101432,2024-03-11,834000,810000,4.336,30,330,4144.88,0.561,1444000,0
M0101433,C0101433,2019-11-10,322000,296000,6.25,30,278,1982.61,0.687,431000,0
M0101434,C0101434,2021-07-10,384000,361000,5.186,30,298,2105.27,0.473,764000,0
M0101435,C0101435,2022-08-02,324000,308000,5.31,30,311,1801.2,0.536,575000,0
M0101436,C0101436,2021-10-18,222000,209000,5.485,30,302,1258.4,0.663,315000,0
M0101437,C0101437,2024-08-12,302000,295000,5.649,30,336,1743.06,0.743,397000,0
M0101438,C0101438,2022-09-03,498000,451000,6.614,15,132,4369.39,0.472,955000,0
M0101439,C0101439,2021-01-29,508000,475000,6.047,30,293,3061.08,0.614,773000,0
M0101440,C0101440,2020-01-12,392000,362000,4.196,30,281,1916.03,0.649,558000,0
M0101441,C0101441,2024-10-23,723000,691000,3.848,15,158,5293.04,0.654,1057000,0
M0101442,C0101442,2020-04-08,412000,381000,6.215,30,283,2527.38,0.637,598000,0
M0101443,C0101443,2023-12-31,386000,374000,6.093,30,328,2337.39,0.529,707000,0
M0101444,C0101444,2020-07-05,695000,645000,6.887,30,286,4571.23,0.535,1205000,0
M0101445,C0101445,2020-01-24,229000,211000,5.392,30,281,1284.76,0.61,346000,0
M0101446,C0101446,2020-12-06,669000,624000,5.808,30,291,3928.79,0.623,1002000,0
M0101447,C0101447,2019-11-04,201000,185000,6.025,30,278,1208.33,0.468,395000,0
M0101448,C0101448,2022-05-14,287000,273000,3.79,30,309,1335.66,0.549,497000,0
M0101449,C0101449,2021-01-15,131000,122000,3.727,30,293,604.97,0.519,235000,0
M0101450,C0101450,2020-04-02,372000,344000,6.309,30,283,2304.76,0.628,548000,0
M0101451,C0101451,2024-06-15,636000,619000,5.906,30,334,3774.79,0.489,1267000,0
M0101452,C0101452,2021-06-03,205000,192000,6.981,30,297,1361.26,0.518,371000,0
M0101453,C0101453,2021-04-01,285000,267000,7.528,30,295,1998.23,0.654,408000,0
M0101454,C0101454,2022-09-29,293000,279000,5.17,30,313,1603.47,0.49,569000,0
M0101455,C0101455,2022-02-19,294000,278000,5.112,30,306,1598.44,0.614,453000,1
M0101456,C0101456,2021-10-08,194000,183000,4.008,30,301,927.08,0.726,252000,0
M0101457,C0101457,2023-01-07,334000,305000,6.07,15,136,2831.13,0.597,511000,0
M0101458,C0101458,2022-02-15,719000,681000,3.236,30,306,3123.61,0.51,1335000,0
M0101459,C0101459,2023-01-08,255000,244000,4.433,30,316,1281.92,0.607,402000,0
M0101460,C0101460,2022-11-17,368000,352000,5.84,30,315,2168.63,0.583,604000,0
M0101461,C0101461,2022-12-24,366000,350000,4.775,30,316,1914.75,0.593,590000,0
M0101462,C0101462,2022-12-02,269000,245000,5.448,15,135,2190.54,0.463,529000,0
M0101463,C0101463,2023-10-07,377000,364000,5.272,30,325,2086.95,0.752,484000,0
M0101464,C0101464,2025-01-21,271000,266000,4.277,30,341,1337.44,0.673,395000,0
M0101465,C0101465,2022-06-21,404000,384000,3.228,30,310,1753.36,0.518,741000,0
M0101466,C0101466,2023-02-28,316000,303000,6.27,30,318,1949.78,0.741,409000,0
M0101467,C0101467,2025-06-23,162000,160000,5.304,30,346,900.0,0.653,245000,0
M0101468,C0101468,2022-07-11,133000,127000,5.874,30,310,786.66,0.502,253000,0
M0101469,C0101469,2020-08-10,113000,105000,5.436,30,287,637.07,0.7,150000,0
M0101470,C0101470,2024-02-29,267000,259000,5.416,30,330,1501.95,0.706,367000,0
M0101471,C0101471,2020-04-26,497000,460000,5.68,30,284,2878.29,0.619,743000,0
M0101472,C0101472,2022-06-16,228000,217000,5.288,30,310,1264.4,0.532,408000,0
M0101473,C0101473,2023-05-10,290000,279000,5.128,30,320,1579.55,0.63,443000,0
M0101474,C0101474,2020-06-21,236000,219000,4.394,30,286,1180.96,0.495,442000,1
M0101475,C0101475,2020-01-04,216000,182000,8.0,15,100,2064.21,0.672,271000,0
M0101476,C0101476,2020-02-26,986000,911000,6.608,30,282,6302.39,0.712,1280000,0
M0101477,C0101477,2021-01-16,220000,191000,7.14,15,113,1994.68,0.461,414000,0
M0101478,C0101478,2021-12-10,167000,158000,6.896,30,303,1099.42,0.615,257000,0
M0101479,C0101479,2020-08-12,210000,195000,5.193,30,288,1152.22,0.57,342000,0
M0101480,C0101480,2020-07-20,340000,316000,5.3,30,287,1888.04,0.482,656000,0
M0101481,C0101481,2020-05-09,246000,228000,5.503,30,284,1397.22,0.687,332000,0
M0101482,C0101482,2020-09-20,378000,352000,5.099,30,289,2052.12,0.542,650000,0
M0101483,C0101483,2023-08-28,227000,211000,6.466,15,144,1973.17,0.513,411000,0
M0101484,C0101484,2019-11-24,244000,225000,4.605,30,279,1251.58,0.578,389000,0
M0101485,C0101485,2020-10-28,230000,214000,4.326,30,290,1141.72,0.648,330000,0
M0101486,C0101486,2020-07-03,313000,290000,4.074,30,286,1507.69,0.732,396000,0
M0101487,C0101487,2024-10-29,468000,458000,5.144,30,338,2553.67,0.583,786000,0
M0101488,C0101488,2025-08-14,494000,488000,4.981,30,348,2646.17,0.71,687000,0
M0101489,C0101489,2019-11-03,662000,609000,4.819,30,278,3480.89,0.642,948000,0
M0101490,C0101490,2021-12-31,170000,161000,5.592,30,304,975.08,0.631,255000,0
M0101491,C0101491,2022-02-16,195000,185000,4.218,30,306,955.63,0.562,329000,0
M0101492,C0101492,2021-06-27,207000,194000,6.317,30,298,1283.57,0.49,396000,0
M0101493,C0101493,2021-07-14,327000,307000,4.293,30,299,1616.89,0.519,591000,0
M0101494,C0101494,2025-06-13,191000,188000,4.21,30,346,935.14,0.591,318000,0
M0101495,C0101495,2023-11-10,232000,224000,4.792,30,326,1216.1,0.727,308000,0
M0101496,C0101496,2022-06-16,461000,438000,5.348,30,310,2573.71,0.685,639000,0
M0101497,C0101497,2025-07-04,560000,552000,6.447,30,346,3520.08,0.679,813000,0
M0101498,C0101498,2020-05-21,463000,429000,5.418,30,285,2605.09,0.546,785000,0
M0101499,C0101499,2024-09-19,385000,376000,3.735,30,337,1779.72,0.555,677000,0
M0101500,C0101500,2023-02-13,235000,225000,6.036,30,318,1414.39,0.652,345000,0
M0101501,C0101501,2024-11-04,331000,324000,6.015,30,338,1987.71,0.586,553000,0
M0101502,C0101502,2025-04-27,580000,571000,4.862,30,344,3064.83,0.546,1046000,0
M0101503,C0101503,2023-01-17,456000,437000,5.688,30,317,2643.16,0.57,767000,1
M0101504,C0101504,2021-01-14,510000,476000,7.078,30,293,3419.8,0.472,1009000,0
M0101505,C0101505,2023-12-11,527000,510000,4.549,30,327,2685.6,0.692,737000,0
M0101506,C0101506,2022-12-12,278000,266000,6.557,30,316,1767.58,0.547,486000,0
M0101507,C0101507,2020-01-13,450000,415000,6.892,30,281,2961.29,0.717,579000,0
M0101508,C0101508,2023-06-12,271000,250000,5.693,15,142,2242.15,0.71,352000,0
M0101509,C0101509,2020-08-26,441000,410000,4.148,30,288,2143.2,0.743,552000,0
M0101510,C0101510,2019-10-11,605000,556000,6.938,30,277,3999.92,0.618,900000,0
M0101511,C0101511,2022-06-17,713000,678000,6.508,30,310,4510.4,0.748,907000,0
M0101512,C0101512,2022-01-11,441000,417000,6.103,30,305,2673.29,0.498,837000,0
M0101513,C0101513,2020-08-02,399000,371000,5.442,30,287,2250.98,0.571,650000,0
M0101514,C0101514,2021-08-15,656000,617000,6.773,30,300,4264.84,0.527,1170000,0
M0101515,C0101515,2022-03-10,213000,191000,4.565,15,126,1636.52,0.505,378000,0
M0101516,C0101516,2020-05-25,675000,625000,6.443,30,285,4241.19,0.483,1295000,0
M0101517,C0101517,2020-03-07,350000,297000,5.146,15,102,2794.47,0.64,464000,0
M0101518,C0101518,2023-11-15,351000,339000,3.656,30,327,1606.87,0.753,450000,0
M0101519,C0101519,2021-03-25,262000,245000,4.395,30,295,1311.22,0.524,468000,0
M0101520,C0101520,2024-02-20,182000,177000,5.944,30,330,1084.64,0.521,340000,0
M0101521,C0101521,2021-04-15,684000,641000,5.744,30,296,3989.03,0.744,861000,0
M0101522,C0101522,2025-03-06,401000,394000,5.988,30,342,2401.1,0.593,664000,0
M0101523,C0101523,2024-01-18,273000,265000,5.096,30,329,1481.58,0.626,423000,0
M0101524,C0101524,2020-12-11,390000,364000,5.732,30,292,2271.48,0.483,754000,0
M0101525,C0101525,2020-12-07,277000,258000,6.188,30,291,1694.38,0.525,491000,0
M0101526,C0101526,2022-11-19,140000,134000,8.0,30,315,1027.27,0.482,278000,0
M0101527,C0101527,2021-01-24,300000,280000,5.069,30,293,1623.14,0.617,454000,0
M0101528,C0101528,2022-10-13,162000,155000,6.627,30,314,1037.52,0.705,220000,0
M0101529,C0101529,2025-03-18,369000,363000,6.211,30,343,2262.65,0.543,668000,1
M0101530,C0101530,2020-10-29,724000,674000,5.635,30,290,4172.32,0.513,1313000,0
M0101531,C0101531,2025-05-08,238000,231000,4.069,15,164,1768.7,0.619,373000,0
M0101532,C0101532,2020-11-21,487000,454000,7.029,30,291,3249.51,0.67,678000,0
M0101533,C0101533,2020-05-31,238000,221000,5.774,30,285,1392.53,0.711,311000,0
M0101534,C0101534,2025-09-07,324000,320000,4.85,30,348,1709.72,0.57,561000,0
M0101535,C0101535,2019-10-30,211000,194000,4.527,30,278,1072.49,0.658,295000,0
M0101536,C0101536,2021-12-30,447000,422000,5.787,30,304,2619.09,0.723,584000,0
M0101537,C0101537,2022-01-26,643000,574000,4.468,15,125,4908.4,0.517,1111000,0
M0101538,C0101538,2023-10-02,361000,349000,4.874,30,325,1910.22,0.563,620000,0
M0101539,C0101539,2024-09-02,428000,408000,4.849,15,156,3351.03,0.579,705000,0
M0101540,C0101540,2025-07-24,428000,422000,5.551,30,347,2443.85,0.542,778000,0
M0101541,C0101541,2023-03-04,289000,277000,6.161,30,318,1762.73,0.631,439000,0
M0101542,C0101542,2020-12-14,630000,546000,5.151,15,112,5031.7,0.529,1032000,0
M0101543,C0101543,2025-07-27,253000,246000,5.266,15,167,2035.94,0.495,497000,0
M0101544,C0101544,2024-05-10,149000,145000,5.619,30,332,857.16,0.671,216000,0
M0101545,C0101545,2020-10-08,207000,178000,4.677,15,109,1602.33,0.64,278000,0
M0101546,C0101546,2023-01-26,446000,427000,4.854,30,317,2354.59,0.622,686000,0
M0101547,C0101547,2025-01-29,270000,265000,4.986,30,341,1447.11,0.604,439000,0
M0101548,C0101548,2019-10-22,343000,315000,5.817,30,278,2016.28,0.495,636000,0
M0101549,C0101549,2023-09-09,291000,271000,7.27,15,144,2659.71,0.577,470000,0
M0101550,C0101550,2024-08-20,359000,350000,4.13,30,336,1740.94,0.559,626000,0
M0101551,C0101551,2022-04-28,566000,537000,5.763,30,308,3307.7,0.558,962000,0
M0101552,C0101552,2025-03-09,703000,678000,5.248,15,162,5650.52,0.607,1117000,0
M0101553,C0101553,2021-07-06,202000,178000,5.313,15,118,1630.53,0.477,373000,0
M0101554,C0101554,2021-10-30,522000,492000,4.963,30,302,2790.42,0.704,699000,0
M0101555,C0101555,2020-04-04,362000,335000,6.755,30,283,2349.13,0.51,657000,0
M0101556,C0101556,2023-12-08,178000,172000,2.832,30,327,734.42,0.562,306000,0
M0101557,C0101557,2023-03-03,420000,385000,4.251,15,138,3159.78,0.468,823000,1
M0101558,C0101558,2021-09-07,826000,778000,6.699,30,300,5329.45,0.642,1212000,0
M0101559,C0101559,2024-07-20,227000,221000,6.781,30,335,1477.0,0.706,313000,0
M0101560,C0101560,2023-07-12,292000,281000,7.436,30,322,2028.93,0.655,429000,0
M0101561,C0101561,2025-01-16,147000,141000,5.837,15,161,1227.56,0.671,210000,0
M0101562,C0101562,2021-06-30,309000,290000,6.03,30,298,1858.58,0.495,586000,0
M0101563,C0101563,2021-09-30,355000,314000,3.451,15,121,2529.3,0.511,615000,0
M0101564,C0101564,2025-02-18,879000,863000,5.503,30,342,4992.52,0.602,1433000,0
M0101565,C0101565,2024-12-03,205000,197000,6.116,15,159,1742.78,0.531,371000,0
M0101566,C0101566,2023-04-18,531000,510000,4.963,30,320,2838.53,0.741,688000,0
M0101567,C0101567,2021-10-01,381000,359000,5.399,30,301,2139.19,0.615,584000,0
M0101568,C0101568,2020-12-17,1002000,868000,6.855,15,112,8925.23,0.574,1513000,0
M0101569,C0101569,2022-12-17,358000,342000,7.102,30,316,2406.36,0.492,695000,0
M0101570,C0101570,2020-11-17,319000,297000,5.775,30,291,1866.67,0.623,477000,0
M0101571,C0101571,2023-03-14,500000,480000,5.444,30,319,2821.4,0.65,738000,0
M0101572,C0101572,2022-02-21,419000,397000,6.302,30,306,2594.04,0.485,819000,0
M0101573,C0101573,2024-02-18,523000,492000,5.094,15,150,4161.51,0.503,978000,0
M0101574,C0101574,2021-11-07,434000,409000,6.648,30,302,2785.55,0.522,783000,0
M0101575,C0101575,2020-04-16,157000,145000,4.923,30,284,835.44,0.714,203000,0
M0101576,C0101576,2023-12-25,426000,399000,6.325,15,148,3670.06,0.652,612000,0
M0101577,C0101577,2021-05-27,421000,395000,5.478,30,297,2384.58,0.671,589000,0
M0101578,C0101578,2022-12-22,226000,216000,4.819,30,316,1188.34,0.507,426000,0
M0101579,C0101579,2022-07-20,379000,361000,5.895,30,311,2246.77,0.488,739000,0
