customer_id,timestamp,branch_id,interaction_type,banker_note,mortgage_discussion_flag,rate_discussion_flag,refinancing_discussion_flag
C0101466,2026-06-25 11:49:32.386586,B052,GENERAL,Discussed CD options.,0,0,0
C0101467,2026-07-23 00:54:18.622778,B077,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0101486,2026-08-28 18:08:46.124261,B027,GENERAL,Client came in to update address on file.,0,0,0
C0101487,2026-07-30 14:40:56.485838,B017,GENERAL,Discussed CD options.,0,0,0
C0101492,2026-07-24 23:32:47.815447,B102,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0101496,2026-08-04 19:27:53.939883,B107,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0101511,2026-06-20 23:21:54.187569,B070,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0101513,2026-09-06 06:12:07.951392,B001,GENERAL,Client came in to update address on file.,0,0,0
C0101516,2026-08-27 11:08:45.270182,B032,GENERAL,Client came in to update address on file.,0,0,0
C0101522,2026-09-07 14:44:09.345216,B116,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0101523,2026-07-20 22:33:29.272794,B076,TELLER,Client came in to update address on file.,0,0,0
C0101535,2026-08-09 07:28:26.269813,B056,GENERAL,Signed paperwork for savings account.,0,0,0
C0101551,2026-09-10 01:15:42.026445,B112,GENERAL,Client came in to update address on file.,0,0,0
C0101552,2026-08-03 04:37:51.064559,B022,GENERAL,Client came in to update address on file.,0,0,0
C0101560,2026-06-13 19:33:09.368924,B037,GENERAL,Client came in to update address on file.,0,0,0
C0101567,2026-06-14 22:16:19.586995,B085,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0101568,2026-09-06 02:53:28.779488,B113,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0101574,2026-07-30 01:12:06.887353,B058,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0101580,2026-08-15 14:05:38.194887,B079,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,1,1
C0101583,2026-07-26 19:51:59.643696,B058,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,1,1
C0101588,2026-08-21 14:23:16.663824,B058,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0101603,2026-09-03 14:03:39.970992,B086,TELLER,Client came in to update address on file.,0,0,0
C0101610,2026-07-17 04:35:27.985571,B071,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0101623,2026-09-09 02:33:31.845348,B074,GENERAL,Client came in to update address on file.,0,0,0
C0101627,2026-06-24 12:02:24.118793,B103,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0101628,2026-08-02 01:23:11.772336,B028,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0101638,2026-06-14 06:05:17.914426,B077,GENERAL,Discussed CD options.,0,0,0
C0101641,2026-08-30 15:28:14.536929,B032,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0101645,2026-08-06 14:49:02.177692,B057,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0101657,2026-07-06 07:40:51.093364,B011,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0101659,2026-08-05 13:11:06.532866,B064,TELLER,Client came in to update address on file.,0,0,0
C0101669,2026-08-19 18:46:14.557775,B090,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0101670,2026-08-13 04:56:37.372755,B043,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0101673,2026-07-16 01:48:26.213611,B016,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0101683,2026-08-05 04:44:18.146968,B049,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0101694,2026-08-07 02:56:36.415336,B104,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0101695,2026-08-26 19:48:34.602306,B053,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0101697,2026-06-29 11:18:33.149576,B003,ACCOUNT_SERVICE,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0101699,2026-07-09 08:52:59.053816,B071,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0101700,2026-08-31 02:23:21.110272,B092,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0101704,2026-08-09 07:08:44.112191,B037,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0101709,2026-07-06 16:31:32.697501,B094,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,1,1
C0101714,2026-07-07 11:50:56.597739,B001,GENERAL,Signed paperwork for savings account.,0,0,0
C0101715,2026-06-24 20:14:06.296134,B067,TELLER,Discussed CD options.,0,0,0
C0101717,2026-09-06 00:49:42.594327,B070,GENERAL,Client came in to update address on file.,0,0,0
C0101721,2026-07-10 10:10:59.319382,B095,GENERAL,Signed paperwork for savings account.,0,0,0
C0101723,2026-07-29 18:25:14.754760,B055,GENERAL,Discussed CD options.,0,0,0
C0101724,2026-06-13 10:19:40.468844,B059,GENERAL,Client came in to update address on file.,0,0,0
C0101728,2026-08-23 11:26:06.109629,B045,GENERAL,Client came in to update address on file.,0,0,0
C0101729,2026-09-10 21:57:29.540614,B012,GENERAL,Discussed CD options.,0,0,0
C0101740,2026-07-17 15:15:37.021063,B038,GENERAL,Client came in to update address on file.,0,0,0
C0101748,2026-06-13 05:23:15.194451,B063,TELLER,Discussed CD options.,0,0,0
C0101750,2026-07-15 15:27:00.588531,B068,GENERAL,Signed paperwork for savings account.,0,0,0
C0101755,2026-08-26 00:35:51.153716,B074,TELLER,Discussed CD options.,0,0,0
C0101756,2026-08-30 16:43:39.195587,B026,ACCOUNT_SERVICE,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0101781,2026-07-09 04:44:25.514702,B025,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0101786,2026-07-05 17:20:47.287432,B097,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0101803,2026-07-31 06:03:03.606334,B089,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0101809,2026-07-09 15:38:20.054031,B040,ACCOUNT_SERVICE,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0101810,2026-06-21 13:17:16.251476,B026,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0101811,2026-08-10 13:20:22.525800,B031,TELLER,Client came in to update address on file.,0,0,0
C0101815,2026-06-19 23:15:03.085891,B029,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0101816,2026-08-23 23:11:03.946036,B031,GENERAL,Client came in to update address on file.,0,0,0
C0101817,2026-07-08 07:01:06.740283,B058,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0101820,2026-09-01 05:55:40.360099,B055,TELLER,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0101831,2026-06-27 08:38:24.470499,B024,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0101834,2026-09-05 19:12:33.103163,B002,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0101838,2026-09-02 13:24:55.551104,B069,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0101843,2026-08-31 21:46:18.149820,B074,TELLER,Client came in to update address on file.,0,0,0
C0101844,2026-08-09 08:28:52.318592,B076,TELLER,Signed paperwork for savings account.,0,0,0
C0101855,2026-08-03 03:36:14.956163,B068,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0101856,2026-08-14 01:32:05.469759,B109,TELLER,Client came in to update address on file.,0,0,0
C0101860,2026-06-18 22:12:45.454402,B103,TELLER,Client came in to update address on file.,0,0,0
C0101865,2026-07-01 13:19:20.309127,B060,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0101867,2026-06-15 16:57:12.469267,B067,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0101878,2026-07-27 00:02:42.970424,B062,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0101879,2026-08-11 06:02:49.516027,B028,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0101886,2026-08-02 07:23:30.575022,B092,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,1,1
C0101889,2026-06-15 11:15:38.485680,B055,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0101894,2026-06-27 16:12:32.487480,B101,TELLER,Discussed CD options.,0,0,0
C0101896,2026-07-19 16:18:28.456114,B080,TELLER,Discussed CD options.,0,0,0
C0101898,2026-07-13 21:08:11.319972,B069,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0101901,2026-08-15 05:02:35.521343,B065,TELLER,Client came in to update address on file.,0,0,0
C0101912,2026-06-23 02:04:57.956278,B059,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0101913,2026-08-16 17:40:42.802637,B118,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0101918,2026-07-18 18:28:42.022700,B072,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0101926,2026-07-08 10:38:23.526973,B115,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0101929,2026-08-27 11:26:49.610003,B118,GENERAL,Discussed CD options.,0,0,0
C0101931,2026-08-30 14:57:51.578167,B025,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0101944,2026-07-10 20:29:32.631470,B106,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0101975,2026-06-30 23:05:38.833908,B035,GENERAL,Signed paperwork for savings account.,0,0,0
C0101976,2026-08-07 22:37:03.004189,B043,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0101978,2026-08-09 07:50:09.524080,B047,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0101988,2026-08-28 14:26:57.483895,B098,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0101989,2026-07-29 08:50:13.772871,B001,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0101994,2026-06-22 16:04:05.914208,B091,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0101996,2026-08-05 16:03:34.107850,B070,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0101998,2026-06-28 06:13:25.889152,B057,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0102003,2026-07-28 17:43:06.225386,B089,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,1,1
C0102027,2026-06-29 16:07:17.245773,B010,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0102028,2026-06-24 17:38:57.949621,B028,TELLER,Discussed CD options.,0,0,0
C0102030,2026-08-24 21:00:53.000549,B079,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0102034,2026-06-15 19:45:20.951206,B105,TELLER,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102039,2026-09-02 14:05:50.503302,B037,GENERAL,Signed paperwork for savings account.,0,0,0
C0102041,2026-09-02 19:07:18.569570,B042,GENERAL,Client came in to update address on file.,0,0,0
C0102056,2026-08-27 18:45:50.581915,B072,TELLER,Discussed CD options.,0,0,0
C0102059,2026-06-15 11:29:27.986585,B069,TELLER,Signed paperwork for savings account.,0,0,0
C0102073,2026-07-04 02:20:04.085961,B001,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0102081,2026-08-19 00:10:11.846696,B020,TELLER,Signed paperwork for savings account.,0,0,0
C0102086,2026-09-04 12:40:12.403760,B045,GENERAL,Discussed CD options.,0,0,0
C0102088,2026-08-27 05:34:29.071609,B119,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0102098,2026-09-04 11:30:32.703120,B060,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0102109,2026-08-28 10:36:56.145316,B065,TELLER,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102115,2026-06-21 17:04:04.557587,B063,TELLER,Client came in to update address on file.,0,0,0
C0102119,2026-08-25 07:57:40.969287,B006,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102120,2026-08-06 02:09:46.606963,B033,TELLER,Discussed CD options.,0,0,0
C0102126,2026-08-30 12:47:50.946272,B054,ACCOUNT_SERVICE,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102133,2026-06-23 05:57:03.630878,B069,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0102137,2026-07-09 14:29:06.374098,B063,GENERAL,Client came in to update address on file.,0,0,0
C0102138,2026-07-15 16:08:14.368437,B003,GENERAL,Signed paperwork for savings account.,0,0,0
C0102147,2026-08-12 01:44:48.780156,B063,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0102164,2026-08-08 18:19:37.942651,B088,TELLER,Client came in to update address on file.,0,0,0
C0102165,2026-08-21 08:39:36.447109,B022,TELLER,Signed paperwork for savings account.,0,0,0
C0102172,2026-07-21 11:32:41.700279,B026,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0102176,2026-07-09 01:40:35.909303,B003,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0102179,2026-07-01 13:40:55.768982,B104,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0102183,2026-08-23 12:09:25.236965,B069,TELLER,Signed paperwork for savings account.,0,0,0
C0102195,2026-06-25 06:25:55.940225,B039,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0102221,2026-08-12 07:08:50.381578,B107,ACCOUNT_SERVICE,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102224,2026-07-08 12:57:05.301790,B029,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,1,1
C0102226,2026-07-05 22:26:52.150548,B020,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0102230,2026-08-30 13:53:31.501685,B077,ACCOUNT_SERVICE,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102236,2026-08-24 08:36:00.759753,B081,GENERAL,Discussed CD options.,0,0,0
C0102239,2026-06-20 10:05:08.346096,B103,GENERAL,Signed paperwork for savings account.,0,0,0
C0102242,2026-08-27 23:03:40.517981,B044,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0102249,2026-06-15 10:51:39.755577,B012,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0102253,2026-08-13 18:32:39.836036,B087,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102254,2026-06-24 15:36:57.015456,B017,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0102255,2026-08-27 14:48:44.706861,B073,GENERAL,Signed paperwork for savings account.,0,0,0
C0102256,2026-08-03 13:28:34.556627,B026,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,1,1
C0102282,2026-07-07 11:09:19.841621,B067,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0102283,2026-08-05 22:32:32.646155,B083,TELLER,Signed paperwork for savings account.,0,0,0
C0102284,2026-06-14 22:56:25.961454,B070,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0102285,2026-08-27 08:55:58.039220,B018,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,1,1
C0102287,2026-07-21 03:16:30.059431,B039,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0102294,2026-07-16 18:43:21.509779,B003,TELLER,Client came in to update address on file.,0,0,0
C0102297,2026-09-06 18:10:35.779709,B082,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0102298,2026-06-25 13:16:39.841422,B037,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0102299,2026-07-21 17:31:18.732660,B030,GENERAL,Client came in to update address on file.,0,0,0
C0102304,2026-06-17 09:09:53.701703,B113,ACCOUNT_SERVICE,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102319,2026-07-28 22:33:51.080719,B106,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0102321,2026-08-21 19:31:59.012765,B002,TELLER,Client came in to update address on file.,0,0,0
C0102323,2026-06-25 17:56:05.416914,B102,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0102327,2026-09-01 01:20:28.035928,B038,GENERAL,Discussed CD options.,0,0,0
C0102336,2026-07-05 02:35:46.070636,B058,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0102341,2026-07-02 03:23:22.078982,B036,GENERAL,Discussed CD options.,0,0,0
C0102342,2026-07-05 14:50:23.251508,B096,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0102346,2026-06-20 02:55:15.158510,B063,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0102350,2026-08-09 08:14:21.342699,B071,TELLER,Discussed CD options.,0,0,0
C0102364,2026-06-20 21:16:41.440035,B082,TELLER,Client came in to update address on file.,0,0,0
C0102368,2026-07-21 20:07:49.849629,B050,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0102377,2026-08-28 18:08:33.822689,B032,GENERAL,Client came in to update address on file.,0,0,0
C0102386,2026-07-19 12:56:04.089424,B049,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0102391,2026-07-29 09:20:28.428613,B109,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0102396,2026-09-09 06:09:33.860844,B111,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102398,2026-08-14 01:34:47.745067,B082,GENERAL,Discussed CD options.,0,0,0
C0102399,2026-07-08 02:20:06.155968,B025,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0102403,2026-08-23 22:14:57.743035,B012,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0102421,2026-09-10 03:35:25.855212,B076,GENERAL,Discussed CD options.,0,0,0
C0102422,2026-07-02 10:15:54.277179,B015,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0102426,2026-09-02 10:16:12.798257,B098,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0102438,2026-07-02 15:52:36.705844,B027,TELLER,Client came in to update address on file.,0,0,0
C0102442,2026-07-06 13:37:06.868603,B107,TELLER,Client came in to update address on file.,0,0,0
C0102443,2026-07-09 17:34:43.498735,B094,TELLER,Client came in to update address on file.,0,0,0
C0102444,2026-07-14 19:33:36.157802,B099,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102467,2026-08-25 14:21:23.433029,B052,TELLER,Client came in to update address on file.,0,0,0
C0102470,2026-06-21 10:28:47.929003,B013,GENERAL,Client came in to update address on file.,0,0,0
C0102473,2026-08-03 05:13:52.630781,B116,GENERAL,Client came in to update address on file.,0,0,0
C0102474,2026-08-06 04:16:16.061537,B030,GENERAL,Client came in to update address on file.,0,0,0
C0102486,2026-06-25 13:09:11.988442,B061,TELLER,Discussed CD options.,0,0,0
C0102498,2026-07-12 18:34:47.973096,B047,GENERAL,Signed paperwork for savings account.,0,0,0
C0102505,2026-08-12 15:04:48.761634,B070,TELLER,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102506,2026-08-06 13:07:44.683757,B004,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0102507,2026-08-19 09:51:46.154118,B074,TELLER,Signed paperwork for savings account.,0,0,0
C0102512,2026-08-10 09:04:44.311866,B018,GENERAL,Client came in to update address on file.,0,0,0
C0102517,2026-06-17 12:57:07.531173,B096,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0102525,2026-08-22 02:42:57.438449,B071,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0102534,2026-07-08 19:23:29.912505,B094,GENERAL,Discussed CD options.,0,0,0
C0102537,2026-08-12 23:49:35.756483,B109,GENERAL,Discussed CD options.,0,0,0
C0102549,2026-08-19 03:49:02.934194,B014,GENERAL,Signed paperwork for savings account.,0,0,0
C0102555,2026-08-21 20:54:13.122898,B083,TELLER,Discussed CD options.,0,0,0
C0102556,2026-07-16 20:48:24.879343,B038,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0102557,2026-07-16 00:37:33.629171,B107,ACCOUNT_SERVICE,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102562,2026-07-07 18:13:13.097308,B089,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0102565,2026-08-14 19:39:27.709713,B042,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0102569,2026-08-14 12:57:27.835488,B090,TELLER,Discussed CD options.,0,0,0
C0102591,2026-08-31 09:05:54.692673,B066,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102604,2026-07-08 19:15:55.175335,B090,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0102628,2026-06-27 18:59:27.801126,B017,GENERAL,Signed paperwork for savings account.,0,0,0
C0102633,2026-07-23 06:44:35.001601,B065,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0102648,2026-09-06 19:48:51.180082,B077,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,1,1
C0102657,2026-07-21 00:12:51.671280,B093,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0102660,2026-07-15 13:35:30.180472,B091,TELLER,Client came in to update address on file.,0,0,0
C0102669,2026-08-15 02:03:36.999423,B005,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102674,2026-08-26 16:44:19.684910,B035,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0102690,2026-07-07 13:18:30.632784,B105,GENERAL,Signed paperwork for savings account.,0,0,0
C0102691,2026-07-01 18:57:05.806083,B093,TELLER,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102694,2026-08-02 19:07:49.757597,B093,GENERAL,Client came in to update address on file.,0,0,0
C0102699,2026-09-03 10:13:24.202087,B070,TELLER,Discussed CD options.,0,0,0
C0102708,2026-07-07 20:30:14.143686,B071,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0102711,2026-08-27 10:20:14.012665,B073,TELLER,Client came in to update address on file.,0,0,0
C0102733,2026-07-02 22:01:27.495249,B068,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0102738,2026-06-20 21:16:00.356981,B111,TELLER,Discussed CD options.,0,0,0
C0102746,2026-08-07 21:04:54.552118,B111,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0102752,2026-08-13 17:54:09.173994,B058,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0102754,2026-08-05 22:28:58.544208,B050,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0102758,2026-06-27 22:20:36.167010,B110,ACCOUNT_SERVICE,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102762,2026-08-04 12:55:52.046115,B079,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,1,1
C0102769,2026-07-30 23:55:32.236161,B097,TELLER,Discussed CD options.,0,0,0
C0102784,2026-09-10 02:19:24.100855,B084,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,0,1
C0102785,2026-09-01 01:52:06.908515,B041,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102790,2026-08-12 04:59:41.039323,B021,TELLER,Signed paperwork for savings account.,0,0,0
C0102796,2026-07-25 04:37:06.203623,B082,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,0,1
C0102798,2026-08-28 22:40:36.345300,B014,TELLER,Client came in to update address on file.,0,0,0
C0102803,2026-08-03 19:37:18.227442,B012,ACCOUNT_SERVICE,Client came in to update address on file.,0,0,0
C0102808,2026-08-12 18:24:37.371245,B049,ACCOUNT_SERVICE,Discussed CD options.,0,0,0
C0102814,2026-09-05 18:06:18.729863,B036,TELLER,Client came in to update address on file.,0,0,0
C0102815,2026-08-16 22:16:32.781393,B078,TELLER,Discussed CD options.,0,0,0
C0102833,2026-07-31 02:21:14.038867,B061,TELLER,Discussed CD options.,0,0,0
C0102835,2026-08-04 17:50:37.191533,B114,ACCOUNT_SERVICE,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102852,2026-09-09 18:23:39.045137,B038,GENERAL,Client came in to update address on file.,0,0,0
C0102858,2026-07-22 13:46:43.495619,B002,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0102861,2026-08-27 22:03:05.232829,B096,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102868,2026-08-07 17:08:24.214915,B041,MORTGAGE_CONSULT,Discussion about current rates vs. their existing mortgage rate.,1,1,0
C0102870,2026-07-21 22:34:17.653974,B039,MORTGAGE_CONSULT,Wanted to understand payoff process for the mortgage. Discussed remaining term.,1,1,1
C0102881,2026-08-21 23:18:11.578324,B041,ACCOUNT_SERVICE,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102883,2026-07-05 13:43:58.014114,B108,GENERAL,Discussed CD options.,0,0,0
C0102897,2026-09-02 04:00:12.731620,B024,TELLER,Client came in to update address on file.,0,0,0
C0102899,2026-07-23 14:08:21.661962,B020,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0102909,2026-07-01 04:21:33.698734,B116,MORTGAGE_CONSULT,Client came in asking about refinancing options; mentioned they are shopping around.,1,1,1
C0102919,2026-09-03 05:46:37.223788,B082,TELLER,Signed paperwork for savings account.,0,0,0
C0102925,2026-07-20 08:02:09.698043,B001,GENERAL,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102928,2026-07-21 02:00:58.562545,B022,ACCOUNT_SERVICE,Signed paperwork for savings account.,0,0,0
C0102932,2026-08-05 14:04:12.636055,B017,TELLER,Discussed CD options.,0,0,0
C0102936,2026-07-09 10:09:12.811361,B045,TELLER,Routine deposit; brief chat about upcoming home renovation.,0,0,0
C0102938,2026-07-05 01:58:02.566412,B068,TELLER,Discussed CD options.,0,0,0
